"count","id","value","long","lat","time"
"618","312716796","@telegraphsport @sjamesjourno maybe youre taking yourself too seriously jamo?? ","-1.598483","54.980014","2015-04-24 08:37:20.798000"
"619","1162943040","#ff #blogbumpclub @mamamakedopush @chellemccann @redrosemummy @heelsandhooves @chantellevr @emilyvaughanx @mamamimblog happy friday bumps! x ","-1.603957","54.982979","2015-04-24 08:37:05.330000"
"620","2872896988","too tired for today ","-1.411559","54.905269","2015-04-24 08:36:43.095000"
"621","55293497","@sockcouncil #socksoutfriday #batsocks @jc7and3 @adidasoriginals #trimmtrabs http://t.co/pehtkuw6pp ","-1.550885","54.899409","2015-04-24 08:36:35.470000"
"622","279654902","@okporemeka basketmouth yarns ","-1.371304","54.90886","2015-04-24 08:36:20.955000"
"623","265904703","@aprilgibson3 ive got only hand luggage and a six day  ","-1.648253","54.958427","2015-04-24 08:36:19.783000"
"624","368821453","@colinb13 @alfiejoey now i feel even older ","-1.595468","54.982689","2015-04-24 08:36:01.158000"
"625","915544400","could this day get any worse ","-1.599339","54.97678","2015-04-24 08:35:54.486000"
"626","304888463","south shields was a treat - now onto east kilbride! #villagetheatre #eastkilbride #glasgow #comedy #thedevilwearsprimark ","-1.58127","55.065839","2015-04-24 08:35:34.220000"
"627","500006252","such a loner in college at this time ","-1.62749","54.968364","2015-04-24 08:35:29.892000"
"628","39726444","@ddubheartgold right back at ha hun xx ","-1.683528","54.995311","2015-04-24 08:35:27.939000"
"629","819021138","travelling to watch the boy play happy happy days ye ha http://t.co/icm3uz07ce ","-1.553923","54.933901","2015-04-24 08:35:02.907000"
"630","39726444","@juleshick @everglades ooo. see u there xx ","-1.683835","54.995268","2015-04-24 08:34:58.532000"
"631","80582141","had 3 hours sleep and hungover  ","-1.671511","54.970674","2015-04-24 08:34:52.095000"
"632","263400136","minor a1231 queen alexandra bridge in sunderland busy but moving between the b1405 pallion new road junction and the a1290 queens road junct ","-1.405662","54.911198","2015-04-24 08:34:43.016000"
"633","2974336427","@rita_19801 come play x ","-1.661101","54.995913","2015-04-24 08:34:29.235000"
"634","113607931","@t_clements why are you letting them take the piss mate ? you have to make an example out of them. ","-1.439287","54.87763","2015-04-24 08:34:17.876000"
"635","3126555185","@nineagent is it ghorn lol ","-1.519333","55.120853","2015-04-24 08:34:08.563000"
"636","206781292","@smithy__isdead  thank you and thanks for the drink in candy too x ","-1.620309","54.97016","2015-04-24 08:33:59.860000"
"637","21899477","you coming back to mine? ill tell you where all the spaceships are kept ","-1.567731","54.955493","2015-04-24 08:33:58.266000"
"638","18959937","@pwnradio if that happens i might have to sign back up. ","-1.618154","55.000299","2015-04-24 08:33:34.281000"
"639","361396361",".@politicshome isnt tory spin @haltosaur ","-1.434013","54.988765","2015-04-24 08:33:25.578000"
"640","366840778","had a dream last night that i got married, at this age:) wow:) ","-1.571305","54.995274","2015-04-24 08:33:09.750000"
"641","18959937","@martyscurll @figurefourfilms think we might just be okay. #britishwrestling #bestworldwide ","-1.620163","55.005632","2015-04-24 08:32:40.672000"
"642","2494346363","@patsykins_x @priceyt @faireyfluff @steviewood_guc more #urgently, needs #toiletbleach!!!  ","-1.694758","55.171464","2015-04-24 08:32:37.047000"
"643","361396361","@haltosaur no worries #stickwithmeyouwillgofar ","-1.434616","54.990034","2015-04-24 08:32:29.531000"
"644","1323539941","safe to say i can iron for shit ","-1.46874","55.041552","2015-04-24 08:32:28.266000"
"645","140405425","@fitness8234 what mess around? be the one ","-1.364791","54.94978","2015-04-24 08:32:21.250000"
"646","260138565","@brownygingerowl fuck wembley get your to coach lane tomorrow. proudest day of my football career! ","-1.601387","54.990676","2015-04-24 08:32:15.922000"
"647","206781292","@andistott thank you  ","-1.620349","54.970235","2015-04-24 08:31:52.281000"
"648","206781292","@nicoleforganx thanks nicole  ","-1.620307","54.970092","2015-04-24 08:31:35.516000"
"649","58798011","@spotlightrep ill have to find a good reason to pop over and see the new offices! ","-1.623536","55.006064","2015-04-24 08:31:23"
"650","27114812","@revkatebottley and ??? ","-1.45253","54.997379","2015-04-24 08:31:17.328000"
"651","368821453","@alfiejoey .. not sure how to feel ... #happy that i got it right or #sad that im old enough to remember ","-1.595608","54.98263","2015-04-24 08:31:15.672000"
"652","1006380079","temp:13.2c  
high:13.2c  
low:6.8c
wind:1.6mph nw
gust:9.2mph
pressure: 1001.7 
rain: 0.0mm.  
#wallsend ","-1.544167","54.999444","2015-04-24 08:31:12.313000"
"653","206781292","@chareasecr thanks my little honey, come see us soon x ","-1.620307","54.970092","2015-04-24 08:31:05.469000"
"654","477707706","im going to take so long on task two that lucy is going regret saying there is no time limit to this ","-1.44662","55.031921","2015-04-24 08:30:19.797000"
"655","1037157014","08:30 bst: temperature: 16.5c, wind: s, 0 mph (ave), 2 mph (gust), humidity: 60%, rain (hourly) 0.0 mm, pressure: 1023 hpa, falling slowly ","-1.45898","54.9618","2015-04-24 08:30:08.047000"
"656","838498554","@jonnyscoxon @deborah_dj @cmilbanke @evolutionllp @miniduke @traidcraft @sintonslaw @eventstmne thank you all for your great company! ","-1.708641","54.970565","2015-04-24 08:30:05.203000"
"657","206781292","@shaunturnbull18 thanks shaun xx ","-1.620308","54.970207","2015-04-24 08:29:57.235000"
"658","20784683","temp:15.0c wind:5.9 mph barometer:1007.9 mb rain:0.0 mm humidity:73% #ukweather. ","-1.488889","55.0425","2015-04-24 08:29:53.281000"
"659","140405425","@tsh of course! lifes short ","-1.364718","54.94994","2015-04-24 08:29:40.922000"
"660","206781292","@linzzsmillie thank you babes  ","-1.620308","54.970207","2015-04-24 08:29:38.500000"
"661","206781292","@meheggann thanks girl xxxx ","-1.620308","54.970207","2015-04-24 08:29:26.422000"
"662","332847681","i love you payday ","-1.540142","55.02368","2015-04-24 08:29:22.390000"
"663","206781292","@jadeeylow thank you jade, mwah  ","-1.620486","54.970133","2015-04-24 08:29:10.625000"
"664","286982688","why is it taking months for the charities to reimburse me!?  ","-1.611324","54.990976","2015-04-24 08:29:03.937000"
"665","3126555185","@lemmiwinks42 @tfeditor1892 did he work with sir bob, hmm he never said like ","-1.51937","55.120791","2015-04-24 08:28:46.031000"
"666","503649361","@simplysmileypro #shoutout thanks for following:) love the theatre. enjoy your day:) #northeasthour #nefollowers #bizitalk #udobiz ","-1.811652","54.921196","2015-04-24 08:28:31.953000"
"667","1095234000","@embopeep so v sorry my darling xxxxxxxx ","-1.635651","54.978776","2015-04-24 08:28:03.859000"
"668","286982688","why is it taking months for the charities to reimburse me!? ","-1.611313","54.990963","2015-04-24 08:27:54.031000"
"669","282268025","fuck sake man why did tom have to walk past me when i look like a shields tramp er man ","-1.474348","55.014042","2015-04-24 08:27:22.234000"
"670","206781292","@stephanieproudx thanks hun  ","-1.620375","54.970165","2015-04-24 08:26:55.797000"
"671","54369912","@matthewbrett2  https://t.co/ioopvavxas ","-1.376367","54.900922","2015-04-24 08:26:54.047000"
"672","47100869","@thelenzman happy birthday playa  ","-1.540314","55.125223","2015-04-24 08:26:52.422000"
"673","248806354","another beaut of a day, shame im at work! ","-1.431867","55.019009","2015-04-24 08:26:45.968000"
"674","539143721","...and now another beautiful *morning* on the tyne http://t.co/vhaizitkub ","-1.603223","54.967637","2015-04-24 08:26:10.500000"
"675","503649361","@nebizpromo thanks for the rt much appreciated:) enjoy your day and have a great wkend:0) #nefollowers #northeasthour #bizitalk ","-1.811773","54.921191","2015-04-24 08:26:06.390000"
"676","2760388449","@bxstonmanxr_ sheffield mate! ","-1.706095","54.87799","2015-04-24 09:56:52.132000"
"677","112268604","im so excited for next years prison placement  ","-1.587758","55.102271","2015-04-24 09:56:41.741000"
"678","2961008752","@ajohno_11 im behind you mate your innocent until proven guilty. best of luck mate ","-1.445436","54.960926","2015-04-24 09:56:16.476000"
"679","1162943040","@chellemccann @mamaacademy @ghostwritermumm @contentedmummy @mamamakedopush @belledubrighton @mtjamblog  ","-1.643922","55.012522","2015-04-24 09:55:49.351000"
"680","1978496936","@ne_palace_fans @simonverrill1 @_promotiv8 @lucyhillaby @dabstudiosuk cheers mate ","-1.603481","54.982712","2015-04-24 09:55:39.429000"
"681","179963547","how was lisa going round last night in the club saying she did the kylie jenner challenge and her lips wont go back ","-1.657671","54.982589","2015-04-24 09:55:38.179000"
"682","40859052","#iticonf15 announcement: the construction &amp; environment network is meeting at 3.15pm in the hotel lobby! ","-1.606392","54.96642","2015-04-24 09:55:37.023000"
"683","19949665","@britboi_lou @flyingjnai @cupid_boy86 im a tryer.  you know youre standing in the way of progress  ","-1.497812","54.978103","2015-04-24 09:55:37.007000"
"684","70973133","#sturgeon: #snp mps will work for #fairer #carers deal http://t.co/dt6pigpbwi #ge2015 ","-1.485115","55.019599","2015-04-24 09:55:29.554000"
"685","43979188","excited for date night tonight!!!  @laurenallisonxo ","-1.498613","55.014874","2015-04-24 09:55:23.023000"
"686","2801712735","lovely succulent famous pork sausages and freshly cut mushrooms are being prepared, see you soon #friday http://t.co/ugxkxinmz3 ","-1.614453","54.972597","2015-04-24 09:55:07.351000"
"687","70973133","#edballs #labour #useyourvote #nhs #ge2015 #milibandmustwin #yourvotematters  https://t.co/douctim8n4 ","-1.486995","55.023011","2015-04-24 09:54:28.069000"
"688","51223770","@slightly2wasted  ","-1.594978","54.981075","2015-04-24 09:54:23.913000"
"689","184926151","@stokiepainter @boothendeb @richiesheader @stokiemark2 @bambic26 @onenickhancock @thomasbrammer96 @qrailinglower coyp http://t.co/u2dehsisip ","-1.504472","55.038964","2015-04-24 09:54:13.178000"
"690","29651269","@wwtwashington heading over for another visit around 11am, i hope im lucky enough for a sighting too. ","-1.542951","54.953196","2015-04-24 09:54:10.772000"
"691","179963547","oi what even happened last night  ","-1.657673","54.982621","2015-04-24 09:54:05.413000"
"692","794384178","@janetlpirrie  @classic_picx funny tho ","-1.421952","54.99668","2015-04-24 09:53:50.225000"
"693","726727958","its moving out day. like the day were i leave my beautiful family home to move in to a house with a messy smelly walrus called goffy ","-1.841094","54.853084","2015-04-24 09:53:25.209000"
"694","173930161","feel so stupid ","-1.609449","54.995705","2015-04-24 09:53:23.178000"
"695","1369419842","larded a cewld once again, hate being ill man ","-1.395098","54.919483","2015-04-24 09:52:51.584000"
"696","1189530342","everyday #music #escape #always http://t.co/mb7eyijwvv ","-1.539607","55.176559","2015-04-24 09:52:36.428000"
"697","23615225","have the worst tummy ache &amp; its probs the alcohol but im going out tonight so im just gona have to deal with it arent i?! ","-1.398031","54.902134","2015-04-24 09:52:30.397000"
"698","23763507","@dan_arch @danadcock glad to hear it! ","-1.371598","54.934299","2015-04-24 09:52:08.037000"
"699","1369419842","#liedownsatan ","-1.395265","54.919488","2015-04-24 09:51:53.147000"
"700","2572535579","i like natalie bennett and agree with a lot on what she says. but needs to be more aggressive when on programs like @bbcquestiontime ","-1.526227","55.127995","2015-04-24 09:51:48.615000"
"701","2801712735","delight homemade sones fresh on @frenchoven have just arrived! cherry, cheese, fruit or walnut ?? #fresh http://t.co/sw2s5idsec ","-1.614555","54.972525","2015-04-24 09:51:47.350000"
"702","1189530342","#music #life #nopain http://t.co/nstjfatns7 ","-1.539549","55.176598","2015-04-24 09:51:12.084000"
"703","489881036","still fucked and have to get a coach for 4 hours ","-1.657256","54.982839","2015-04-24 09:51:06.412000"
"704","541086318","@brianmoore1 got to love hidden gems like this in films ","-1.655849","54.957","2015-04-24 08:26:00.265000"
"705","1095234000","@whenlifewentpop so terribly hard hun sending tonsa love to u xxx ","-1.616136","54.974322","2015-04-24 08:25:36.812000"
"706","140405425","@seanellis thank you my friend have 14 ooo+ followers yet bought nothing sell nothing i cannot see what is the purpose to follow 2o oooha!? ","-1.364649","54.949808","2015-04-24 08:25:34.593000"
"707","1095234000","@waiting4bumble sending love honey xxxx ","-1.616136","54.974322","2015-04-24 08:25:22.718000"
"708","716226710","arrived in newcastle #jackarmy ","-1.667437","55.0141","2015-04-24 08:25:19.358000"
"709","37900318","thank you @joelymorrison for my birthday gift which reminds us of our greatest gift.....#family x @missninjarunner http://t.co/w8fkomgwm8 ","-1.514073","54.974142","2015-04-24 08:25:16.562000"
"710","18959937","what you say @officialego hell of a way to start the day #kanye #monstermafia #allego http://t.co/k44gtwwrzv ","-1.621929","55.018327","2015-04-24 08:24:30.171000"
"711","520459099","my aunties up from london see her tonight and party on tomorrow :)))))!!! ","-1.659115","55.003639","2015-04-24 08:24:23.671000"
"712","503649361","thanks for the mention:) haveva great day and weekend all of you:) #nefollowers #bizitalk  https://t.co/ujcuraxqzg ","-1.811768","54.921193","2015-04-24 08:24:23.655000"
"713","3126555185","#boycottsportsdirect #ashleyout #geordie4life  https://t.co/6se0sfnnzp ","-1.51937","55.120791","2015-04-24 08:24:21.265000"
"714","1095234000","@ivfjourney444 ...however u need to feel as its so unfair u have to go thru this xxxxx ","-1.616136","54.974322","2015-04-24 08:24:14.437000"
"715","21594436","another flat tyre. same wheel. breakdown en route. meeting this morning. not good! ","-1.597573","54.962909","2015-04-24 08:23:36.718000"
"716","1095234000","@ivfjourney444 ...it would b so quick i was so worried. its easy to say not to worry here and now but try keep it in back of ur mind. feel ","-1.616136","54.974322","2015-04-24 08:23:32.952000"
"717","2987241628","7 hour bus journey and i was late so didnt have time to get food, kill me ","-1.610023","54.974026","2015-04-24 08:23:31.015000"
"718","2303206605","@lancasterjane13 glorious in morpeth #missthefarnes #lostatsea #norway ","-1.689553","55.172912","2015-04-24 08:23:11.827000"
"719","3126555185","#ashleyout #nomorelies https://t.co/7fhsin6c2w ","-1.519333","55.120853","2015-04-24 08:23:07.312000"
"720","282268025","got no makeup on man ffs ","-1.479645","55.012463","2015-04-24 08:23:01.812000"
"721","282268025","never been so stressed and annoyed in one morning than i have this morning  ","-1.479657","55.013358","2015-04-24 08:22:51.140000"
"722","206781292","@hollycochranex aw thank you holly, cant wait either, so excited  ","-1.620374","54.97016","2015-04-24 08:22:39.530000"
"723","1089840870","@byzehg oooh, mr byze is very wanted by the lads ","-1.538213","54.892385","2015-04-24 08:22:38.093000"
"724","56368124","woahhh what a #word on #tbnuk by @bishopjakes   you were headed for destruction but #godstoppedit #jonah http://t.co/qexeko55ah ","-1.42724","54.891559","2015-04-24 08:22:35.671000"
"725","1095234000","@ivfjourney444 god i know i also had a lap in the july had devastating news and was drunk for rest of july after being so good had no clue ","-1.615797","54.974315","2015-04-24 08:22:34.140000"
"726","439368857","never thought id see the day where i said i miss my gcses  ","-1.575336","54.926607","2015-04-24 08:22:31.405000"
"727","83362413","@bbcnickrobinson sounds. a lot like labour mistake in iraq.... ","-1.594645","54.987146","2015-04-24 08:22:29.968000"
"728","2366600403","@sprnkleofschoee omg you changed your layout! ","-1.513482","55.11485","2015-04-24 08:22:28.702000"
"729","391276527","20 past 8 and hay fever already has me by the short &amp; curlys  ","-1.612884","54.976271","2015-04-24 08:22:26.437000"
"730","700670764","i slept in and managed to get ready in ten mins omfg yay me ","-1.680433","54.977873","2015-04-24 08:05:06.153000"
"731","2217411441","love going to work when you know by 11am your going to be in the bar having leaving drinks and a meal :-) ","-1.483333","54.95133","2015-04-24 08:05:03.216000"
"732","1372701343","@betbright real v bayern juve v barca ","-1.418364","54.908048","2015-04-24 08:04:59.653000"
"733","332909901","@sunderlandecho @jr11dly @hudsonsafc @jonnymac89 ","-1.441359","54.812644","2015-04-24 08:04:28.591000"
"734","342309258","@megsimadic @15minutegamer see? #buffyfanapproved ","-1.598403","55.055569","2015-04-24 08:04:19.184000"
"735","317048075","feel absolutely rotten ","-1.687978","54.876148","2015-04-24 08:04:16.638000"
"736","878715283","@paulie71tooon nice one buddy #ff ","-1.56793","55.186767","2015-04-24 08:04:16.544000"
"737","598438342","@richardson292 @rachh8810 @soverybritish very nearly ","-1.698808","54.992347","2015-04-24 08:04:02.450000"
"738","2850327270","happy birthday lizz wizz! not so little now.. have a fab day today and ill see you tomorrow mrs!  @elizabethmayy ","-1.431615","54.896105","2015-04-24 08:03:52.763000"
"739","368821453","@alfiejoey #familyfortunes ","-1.595346","54.982588","2015-04-24 08:03:46.919000"
"740","494535442","fuck it ","-1.405","54.905676","2015-04-24 08:03:39.716000"
"741","2602209660"," ","-1.713248","54.954311","2015-04-24 08:03:31.044000"
"742","40433418","back to york we go  ","-1.624213","54.974406","2015-04-24 08:03:20.684000"
"743","371866986","wind 0 mph sse. barometer 999.6 hpa, falling slowly. temperature 15.1 c. rain today 0.0 mm. humidity 69% ","-1.583333","54.966667","2015-04-24 08:03:17.200000"
"744","360500170","keep having a dream over and over that @lewishamilton is my boyfriend, only if ","-1.622655","55.028292","2015-04-24 08:03:02.731000"
"745","23749478","@claremariamc @bodg off to the archives now.... ","-1.624727","55.005374","2015-04-24 08:02:56.559000"
"746","40433418","frankie and bennys was (as ever) top notch last night ","-1.624213","54.974406","2015-04-24 08:02:46.481000"
"747","1095234000","@whenlifewentpop na thats never gonna happen hun. pisses me off when ppl assume it can x ","-1.593038","54.974315","2015-04-24 08:02:36.231000"
"748","3001829637","@my_metro and again the 7:19 s.shields metro still has its driver chatting away in the staffroom. now late http://t.co/0lv13qhl22 ","-1.608226","54.974566","2015-04-24 08:02:28.309000"
"749","23178072","took delivery of my new #h24 racing back vest top yesterday so now i can really watch how https://t.co/kpolcs47dy ","-1.427658","54.918845","2015-04-24 08:02:24.481000"
"750","1355223864","@bradleyjej cheers bud its luvly up here ","-1.414334","54.887316","2015-04-24 08:02:16.278000"
"751","19949665","@britboi_lou @cupid_boy86 extremely good, i keep it well exercised. ","-1.497838","54.97812","2015-04-24 08:02:13.544000"
"752","1275693409","@smoothnortheast @tiggercolman thanks for the company of great music this morning  ","-1.561576","55.174247","2015-04-24 08:02:07.184000"
"753","279654902","@okporemeka wetin happen ","-1.371166","54.908705","2015-04-24 08:02:02.372000"
"754","1095234000","@tttcnumber1 @mrsp1986 @ivfjourney444 do what u can. making urself sick is worse for ur body xxxx ","-1.593038","54.974315","2015-04-24 08:02:00.669000"
"755","2614954834","kates pug is the loudest snoring thing i have ever heard.. wakes me up without fail every time  ","-1.524385","55.043452","2015-04-24 08:01:51.575000"
"756","1095234000","@whenlifewentpop yes i agree i would for ethan but things so v different now eh?? x ","-1.57699","54.977762","2015-04-24 08:01:39.763000"
"757","456094220","lying in bed talking to cody is life right now, pretty shitty that i dont get to see him this weekend :/ ","-1.487205","55.021462","2015-04-24 08:01:36.013000"
"758","279219517","@psychoticlove_ it only hurts my eyes :p ","-1.676056","54.951581","2015-04-24 08:01:34.888000"
"759","1275693409","@clellandmichael @heartnortheast what an excuse. err did you really need the excuse  ","-1.561647","55.174198","2015-04-24 08:01:27.856000"
"760","1967125873","@skftjones @danni2460 @kaylatxo aw thankyou ","-1.847815","54.962894","2015-04-24 08:01:22.559000"
"761","3025815940","last day before study leave  ","-1.607583","55.137904","2015-04-24 08:01:14.716000"
"762","279654902","@bonieluv so u have been misbehaving ","-1.371149","54.908879","2015-04-24 08:01:12.903000"
"763","1006380079","temp:12.4c  
high:12.8c  
low:6.8c
wind:1.6mph nw
gust:9.2mph
pressure: 1001.9 
rain: 0.0mm.  
#wallsend ","-1.544167","54.999444","2015-04-24 08:01:12.263000"
"764","23763507","off to tynemouth today on the ferry for some fresh air and crazy golf! ","-1.371651","54.934293","2015-04-24 08:00:47.263000"
"765","205393248","@alexaheron ive tried to sleep for about 20 minutes and realised its not happening  ","-1.409274","54.910149","2015-04-24 08:00:46.184000"
"766","1095234000","@jessfertility @ivfjourney444 .. try to chill bella xxxxx ","-1.584066","54.97332","2015-04-24 08:00:36.935000"
"767","23795055","@nginitiative could i not just cover your events that you do? i be happy to write up an article for your events this year. ","-1.373927","54.8956","2015-04-24 08:00:30.200000"
"768","1275693409","@clellandmichael @heartnortheast yeah had that done and 2 steristrips across the nose. right sight  ","-1.561585","55.174251","2015-04-24 08:00:29.575000"
"769","334363650","this seems to happen a lot to me  http://t.co/8iyobuyyyg ","-1.444414","55.033567","2015-04-24 08:00:27.497000"
"770","1095234000","@jessfertility @ivfjourney444 and panic is more dangerous than all this diet stuff. mindfulness and preparing mentally so important too... ","-1.560007","54.984778","2015-04-24 08:00:24.544000"
"771","317048075","oh ","-1.687923","54.876069","2015-04-24 08:00:23.575000"
"772","1890948962","camerons finally back from america ","-1.53675","54.914421","2015-04-24 08:00:09.138000"
"773","368346375","temp: 15.7c wind:0.7mph pressure: 998.0hpa falling slowly rain today 0.0mm. forecast: stormy, much precipitation ","-1.490833","54.961667","2015-04-24 08:00:01.028000"
"774","20784683","temp:14.6c wind:4.4 mph barometer:1008.2 mb rain:0.0 mm humidity:76% #ukweather. ","-1.488889","55.0425","2015-04-24 07:59:53.325000"
"775","23749478","catch me on the @gaydio breakfast show in 5 minutes. tune in.... ","-1.624727","55.005374","2015-04-24 07:59:50.232000"
"776","467802081","dawns first light along the #tynevalley &amp; in the distance a jewelled sword rises from the water...:) @altweet_pet http://t.co/1zmqsrx6mp ","-1.760644","54.981955","2015-04-24 07:59:46.419000"
"777","1890948962","missin uuu @its_dandaniel ","-1.536756","54.914419","2015-04-24 07:59:38.325000"
"778","112510029","they look like theyre about to drop the sickest rnb track of all time http://t.co/xn0b6a0alo ","-1.578088","55.026557","2015-04-24 07:59:30.372000"
"779","1874506562","another excellent tag session with @consett_rugby last night. great work from year 2- team p.e. ","-1.745771","54.82375","2015-04-24 07:59:13.232000"
"780","28804221","peter barlow to return for deirdres funeral http://t.co/9gl7xgdlco #corrie ","-1.371591","54.934275","2015-04-24 07:58:54.638000"
"781","240311858","this report is from cebr (vetted ukip manifesto ). have a read particularly pg 16/17 and 21  https://t.co/pnwcrahc8d ","-1.570203","55.021016","2015-04-24 07:58:46.123000"
"782","622247151","happy birthday @leahaltoft  #anoraksonfleek http://t.co/5abvnxrqnl ","-1.708042","54.867208","2015-04-24 07:58:40.045000"
"783","112510029","the newest episode of finding carter killed me oh my god ","-1.578113","55.026538","2015-04-24 07:58:08.482000"
"784","390994221","@_breakwater morning!!  ","-1.49466","54.957864","2015-04-24 07:57:56.982000"
"785","19949665","@britboi_lou @cupid_boy86 ill just have to user my imagination.  ","-1.497816","54.978117","2015-04-24 07:57:29.936000"
"786","185614189","@hannahjay1989 right, seeing as i actually did environmental studies at uni, im joining you...! ","-1.385015","54.933542","2015-04-24 07:57:25.904000"
"787","485146838","today we have a brand new doggie joining the gang - a #goldenretriever #goldenretrieverpuppy called dougal :-) ","-1.850984","54.867809","2015-04-24 07:57:09.967000"
"788","21805300","first day in #newcastle: preink preparation breakfast before i head to @castattoo for my needle massage  http://t.co/bpfxwnlrba ","-1.603696","54.993051","2015-04-24 07:57:08.311000"
"789","1883062976","yes its friday...,yippee and one more day b 4 i am off to c this.... http://t.co/eg5bfldrww ","-1.709942","54.824667","2015-04-24 07:57:05.170000"
"790","398352740","morning @achrisevans great show with pulp and now cant wait for @blurofficial. i must stay in the van all morning ","-1.633101","54.987086","2015-04-24 07:56:42.561000"
"791","61716714","@mslizzytish jo was obsessed with this last few months. daily bloody episodes. ","-1.509438","54.950306","2015-04-24 07:56:31.514000"
"792","485146838","good morning sunny #consett :-) such a shame this lovely weather isnt set to remain like this for long! ","-1.850965","54.867828","2015-04-24 07:56:24.952000"
"793","2915896474","prophet // rizzle kicks
absolute tunage lads ","-1.447478","55.038162","2015-04-24 07:56:23.045000"
"794","106719573","@infosmessi @christosp87 @yianniszezos  ","-1.621182","54.970041","2015-04-24 07:56:08.623000"
"795","1967125873"," ","-1.847244","54.964539","2015-04-24 07:56:05.436000"
"796","1874506562","letters will go out tonight about year 5/6 boys and girls after school cricket clubs- team p.e. ","-1.745634","54.824156","2015-04-24 07:55:45.358000"
"797","17588353","@realjohnleonard @couriersne @whiteheadandlow morning x ","-1.364079","54.863532","2015-04-24 07:55:37.780000"
"798","84863541","@therealrobbo @swansofficial would happily go down if it meant change for the better. ","-1.542196","54.950915","2015-04-24 07:55:10.999000"
"799","2694926834","tgif! ","-1.467271","55.009839","2015-04-24 07:54:48.436000"
"800","19194748","why do jackson think its ok to be hyper at this time of the morning? ","-1.555282","55.035943","2015-04-24 07:54:36.717000"
"801","53648463","why is it a 12 minute wait for metros in peak hours man, does me head in  ","-1.571863","54.982873","2015-04-24 07:54:22.811000"
"802","52180842","happy friday, thank you for all new followers this week. enjoy the sunshine :) http://t.co/wpmejtsrbp ","-1.508874","55.064287","2015-04-24 07:54:14.530000"
"803","75583117","@15minutegamer its xander, a nickname for alexander and i find it perfectly acceptable... its on my list... ","-1.615832","54.973264","2015-04-24 07:53:37.843000"
"804","201833485","a must see for all working in critical care. the impact of effective communication https://t.co/qptpx7mnt0 ","-1.473189","55.036956","2015-04-24 07:53:19.750000"
"805","23749478","it was lovely to meet you last night homey @clairebarberpr it was a fab event. cheese. cheeses galore. nom nom nom... ","-1.624727","55.005374","2015-04-24 07:53:19.015000"
"806","121730773","thank fuck its friday! ","-1.493879","54.953506","2015-04-24 07:52:46.437000"
"807","47301187","@nickylewis1971 last time i saw him was just before christmas, he always had a big smile for you! ","-1.563755","55.033679","2015-04-24 07:51:49.281000"
"808","1275693409","@heartnortheast when youre racing some kids and you trip and fall scraping all face in process lol ","-1.578404","55.180781","2015-04-24 07:51:44.297000"
"809","30513507","@thesandk sounds like a wookie ","-1.612448","54.977747","2015-04-24 07:51:26.235000"
"810","366119327","want to pie off sixth form, get a 1,000 a month job and save up for the euros keeeemon ","-1.560515","55.00112","2015-04-24 07:51:00.095000"
"811","47301187","@nickylewis1971 i guess we all knew it was coming as he was very ill just before christmas, but still sad news  ","-1.564196","55.034231","2015-04-24 07:49:38.892000"
"812","3119852765","hope we play football today ","-1.407551","54.90478","2015-04-24 07:49:38.408000"
"813","1905483444","hate waking up when ive bn having such a. nice dream about @shanelynchlife. ","-1.67984","54.949737","2015-04-24 07:49:17.845000"
"814","1397770872","get today over then off to stoke in the morning #awaydays #safc #hawaythelads ","-1.552851","54.900284","2015-04-24 07:49:01.596000"
"815","464786168","@theamazinggem better than colin?! i dont believe it! #karaokeking ","-1.680898","54.862502","2015-04-24 07:49:00.033000"
"816","721188708","go on @george___gordon lad ","-1.588816","54.929701","2015-04-24 07:48:58.377000"
"817","3119852765","yessssss friday my b ","-1.407551","54.90478","2015-04-24 07:48:47.971000"
"818","19949665","@seany85 thats a nicer view than the last flat. ","-1.497863","54.978105","2015-04-24 07:48:42.049000"
"819","107787237","its payday and im still poor af ","-1.592428","55.080908","2015-04-24 07:48:40.627000"
"820","263400136","minor a189 redheugh bridge in newcastle upon tyne busy but moving inbound from the a184 askew road junction to the a695 scotswood road junct ","-1.617189","54.960656","2015-04-24 07:48:37.127000"
"821","263400136","minor swing bridge in newcastle upon tyne busy but moving outbound between the quayside junction and the pipewellgate junction. ","-1.608665","54.968367","2015-04-24 07:48:35.487000"
"822","263400136","minor b1318 barras bridge in newcastle upon tyne busy but moving inbound at the st marys place junction. ","-1.613806","54.978008","2015-04-24 07:48:33.846000"
"823","196302969","nar am shattered  ","-1.553318","54.944907","2015-04-24 07:48:18.721000"
"824","2995702013","#followfriday @frankies_style @fb_florida @followkitties @ynamacaspacph @yellowsideolife @yeseen_a @ditsdone23 @misnikki72 @njohnson7252 ","-1.504697","54.899517","2015-04-24 07:48:07.893000"
"825","2995702013","#followfriday  @deisylourdes11 @isdaisylou @_0_izumi_0_ @ilovegracey333 @ilovegenejane @popolicious11 @brat16laura @bennett_lauren1 ","-1.504697","54.899517","2015-04-24 07:48:05.643000"
"826","2995702013","#followfriday @ganseyman  @peacezicklin @goonerjon777 @iamyoulover @isnotface @kat_vincent @xnamirahx @kat1sss @veo_onika  @opalcampbell11 ","-1.504697","54.899517","2015-04-24 07:48:02.127000"
